time,true_x,true_y,true_z,trained_x,trained_y,trained_z
7.7,-7.717102008413829,-10.002333438316032,22.475569340741895,-7.0266440905429794,-9.048356963369763,21.90151144558067
7.71,-7.950276065584366,-10.32604929245788,22.66990712740565,-7.234862822661833,-9.387199158802485,21.97274131097442
7.72,-8.191721883184346,-10.641985065222087,22.90844805439961,-7.455638260305703,-9.728871112259661,22.086222803500082
7.73,-8.439709863243369,-10.94589035686599,23.19150881446894,-7.687908602331374,-10.070423258031301,22.243578602959428
7.74,-8.69224947378349,-11.233086513944736,23.51881287411802,-7.930409477481607,-10.408416943182441,22.446157912084374
7.75,-8.947075807157596,-11.498522715333237,23.88937046924308,-8.181645723021418,-10.73890782073896,22.694935050405878
7.76,-9.20164424744476,-11.736863680428776,24.301359755688267,-8.43986546579969,-11.057448628352443,22.990394998916607
7.7700000000000005,-9.453135664874715,-11.942612265221808,24.75201692013653,-8.703037510249326,-11.359114031627724,23.332406832518018
7.78,-9.69847453302533,-12.110268285532857,25.237545044342827,-8.96883507703713,-11.638556637484612,23.720091176395112
7.79,-9.934362143283995,-12.234522171161048,25.753052840454664,-9.23462771515995,-11.89009613238463,24.151686527838294
7.8,-10.157326591001839,-12.310478522456494,26.292535030558735,-9.497484475868786,-12.107847689660835,24.62442377897028
7.8100000000000005,-10.363790381899308,-12.333900656797738,26.848905520292885,-9.754190789937724,-12.28589069805316,25.13441959715222
7.82,-10.550155368608504,-12.301462209057757,27.4140930485872,-10.001281761954923,-12.418477219008734,25.6766011374699
7.83,-10.712903168918734,-12.210989591335736,27.979203763737367,-10.235093836862443,-12.500275257183546,26.24467566041156
7.84,-10.848707910660725,-12.061674200724825,28.53475208459002,-10.451835908261534,-12.52663724982887,26.83115826590038
7.8500000000000005,-10.95455608184932,-11.854234080061799,29.070952434677473,-10.647679868829849,-12.493879275891295,27.427468717491955
7.86,-11.027867142031196,-11.591004999505763,29.578058834697202,-10.81886880691411,-12.399551720801952,28.024104525104708
7.87,-11.066607246761858,-11.275945918557394,30.04673142182963,-10.961839282130688,-12.242678750015108,28.610891098609756
7.88,-11.069388158375531,-10.914550267392256,30.468404502676254,-11.073352283714554,-12.023942578778172,29.17730240662915
7.890000000000001,-11.035543711918587,-10.51366344962948,30.835627780210707,-11.15062564342789,-11.745789928561425,29.7128370254839
7.9,-10.965177481743943,-10.081216470919307,31.142353503531247,-11.191459493890328,-11.412442572706851,30.207426542232763
7.91,-10.859177225799149,-9.625894577804132,31.384146320029025,-11.194345672785026,-11.02980238144804,30.651846278495345
