time,true_x,true_y,true_z,sindy_x,sindy_y,sindy_z
1.59,-9.758017807654124,-10.201572039922919,28.03667786862228,-9.703650060669748,-10.215923925408068,27.875958540296686
1.6,-9.794748607650412,-10.084629154057138,28.277725375841303,-9.747587637736702,-10.114944139371026,28.117346765523656
1.61,-9.815794697909284,-9.946033259054678,28.50294195863302,-9.776710692758869,-9.992232110836815,28.345304869032507
1.62,-9.820676081160439,-9.787670856413092,28.709106307632958,-9.790435078919854,-9.849358080289296,28.55661009115449
1.6300000000000001,-9.809157357846205,-9.611822153115739,28.89331164193776,-9.788400575153648,-9.688288909630481,28.74829539520879
1.6400000000000001,-9.781259330050679,-9.421103327620429,29.05303764373756,-9.770485207682151,-9.511342793784785,28.917721873776454
1.6500000000000001,-9.737263251194012,-9.218397071736307,29.186208090484296,-9.73681324978745,-9.321130597902703,29.06264080162756
1.6600000000000001,-9.677707651685482,-9.006773187070968,29.29123319747663,-9.687756356803067,-9.120486574869002,29.18124235406109
1.67,-9.60337758630223,-8.789404223417268,29.367034089252176,-9.623927642235891,-8.91239192193388,29.272188833530187
1.68,-9.515286821744496,-8.569480185709322,29.413049195546442,-9.546168870712442,-8.699895064014678,29.33463124085
1.69,-9.414653732234996,-8.350126715207853,29.429223020242713,-9.455531303820798,-8.486032664445737,29.368209092463573
1.7,-9.302872028029073,-8.134330503622165,29.415979033572835,-9.35325105626559,-8.273755158274945,29.37303441742687
1.71,-9.181477644302326,-7.924875103717003,29.3741791632347,-9.240720076971055,-8.065860112306632,29.349661770728947
1.72,-9.052113276758893,-7.724289393705502,29.305073038513477,-9.11945404465367,-7.864936003596324,29.2990467967782
1.73,-8.916492054570256,-7.534809917941349,29.210240383851545,-8.991058550687818,-7.673318157674538,29.22249632129629
1.74,-8.776361769311336,-7.358357380895411,29.09152999336903,-8.85719493377253,-7.493057690111073,29.121613126755665
1.75,-8.63347093958243,-7.196526699647448,28.950998452119407,-8.719547039390728,-7.3259034356036095,28.998238491858675
1.76,-8.489537745088215,-7.05058932088021,28.790851290065596,-8.579790017404488,-7.173296097817155,28.854395290001346
